Document_1,brousse tigrée,shrubland,erosion,loss of soil,savannization,artificialisation,fallow,artificialization,urbanization,urban,city,desertification,agricultural land,agricultural decline,stop of culture,culture,pastoralisme,savane,land use without pasture,deforestation,reforestation,afforestation,cultivation,urbanisation,urban development,grass land,savanna,annual crop,cereals,maize,corn,irrigated rice,rainfed rice,paddy,oats,rye,sorghum,durra,great millet,millets,barley,resistant starch,mixed cereals,vegetables,hegari,leafy vegetables,stem vegetables,artichokes,rice,globe artichokes,asparagus,cabbages,cauliflowers,broccoli,calabrese,sprouting broccoli ,lettuce,spinach,chicory,fruit,fruit bearing vegetables,cucumbers,gherkins,eggplants,tomatoes,watermelons,water melons,muskmelons,melons,pumpkin,squash,gourds,root bulb,tuberous vegetables,carrots,onions,taro,cocoyam,dasheen,turnips,field mustard,indian rape,garlic,agroforestry,leeks,alliaceous vegetables,oilseed crops,groundnuts,monkeynuts,peanuts,castor bean,castor seed,linseed,flaxseed,mustard,cake of mustard seed,mustard cake,mustard oil cake,mustard oil meal,niger seed,rapeseed,canola,colza,safflower,sesame,sunflower,root crop,tuber crop,cassava,mandioca,manioc,yuca,potatoes,irish potato,sweet potatoes,sweetpotatoes,yams,leguminous crops,beans,peas,field pea,garden pea,soya beans,soja beans,grasses,fodder crops,fibre crops,cotton,fruit crops,orchards,kiwifruit,citrus,citrus fruits,pineapples,guava,pomegranate,persimmon,papayas,pawpaw,carica papaya,mangoes,nuts,cashew,pecan,pistachios,agroforestery,savannah,savannah with shrubs,crop,shrubs,shrub land,grassland,meadows,evergreen forest,mixed forests,mediterranean mixed forests,tiger bush,bare soil,build-up surface,build up surface,roads,water,water bodies,Document
Document_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023174488732966077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4171407971933894,0.023174488732966077,0.046348977465932154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046348977465932154,0.0,0.8342815943867788,0.0,0.0,0.13904693239779647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3244428422615251,0.0,sustainability-09-01917-v2.pdf
Document_1,0.0,0.0,0.0,0.0,0.0,0.0,0.06240105333867061,0.0,0.0,0.015600263334667653,0.015600263334667653,0.0,0.0,0.0,0.0,0.015600263334667653,0.0,0.0,0.0,0.0,0.0,0.0,0.14040237001200886,0.0,0.0,0.0,0.10920184334267356,0.0,0.0,0.015600263334667653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04680079000400296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04680079000400296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8424142200720532,0.0,0.0,0.015600263334667653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4992084267093649,0.0,s10745-016-9846-5.pdf
Document_1,0.0,0.0,0.0,0.0,0.0,0.0,0.39467610868816316,0.0,0.0,0.08770580193070293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08770580193070293,0.0,0.0,0.043852900965351466,0.0,0.0,0.0,0.7893522173763263,0.0,0.0,0.043852900965351466,0.043852900965351466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043852900965351466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043852900965351466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043852900965351466,0.0,0.3508232077228117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043852900965351466,0.2631174057921088,0.0,010068408.pdf
Document_1,0.0,0.0,0.021494196007305365,0.0,0.0,0.0,0.8597678402922146,0.0,0.0,0.021494196007305365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09672388203287414,0.0,0.0,0.0,0.0,0.0,0.0,0.03224129401095805,0.010747098003652682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010747098003652682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04298839201461073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021494196007305365,0.0,0.0,0.0,0.0,0.0,0.010747098003652682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03224129401095805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010747098003652682,0.0,0.0,0.010747098003652682,0.010747098003652682,0.0,0.0,0.0,0.0,0.0,0.4836194101643707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10747098003652683,0.0,1-s2.0-S030438781000043X-mainext.pdf
Document_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005893989250858694,0.0,0.005893989250858694,0.0,0.0,0.0,0.005893989250858694,0.0,0.0,0.0,0.9960841833951193,0.0,0.0,0.005893989250858694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05893989250858694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06483388175944563,0.0,nclimate2430.pdf
Document_1,0.0,0.0,0.07138306102482497,0.0,0.0,0.0,0.0,0.0,0.0,0.14276612204964995,0.0,0.03569153051241249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10707459153723745,0.0,0.0,0.0,0.0,0.0,0.0,0.9636713238351371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03569153051241249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17845765256206242,0.0,ajol-file-journals_90_articles_224756_submission_proof_224756-1069-548532-1-10-20220505.pdf
Document_1,0.0,0.0,0.0,0.0,0.0,0.0,0.06008417681261097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4205892376882768,0.0,0.0,0.30042088406305484,0.0,0.0,0.0,0.1802525304378329,0.0,0.0,0.06008417681261097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1802525304378329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1802525304378329,0.0,0.0,0.0,0.12016835362522194,0.0,0.7810942985639425,0.0,0.0,0.06008417681261097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1-s2.0-S016788090800131X-main.pdf
Document_1,0.0,0.0,0.206901472150592,0.0,0.0,0.0,0.17931460919717973,0.0,0.0,0.027586862953412266,0.013793431476706133,0.13793431476706133,0.0,0.0,0.0,0.013793431476706133,0.0,0.0,0.0,0.19310804067388584,0.027586862953412266,0.05517372590682453,0.027586862953412266,0.0,0.0,0.0,0.013793431476706133,0.0,0.0,0.0,0.013793431476706133,0.0,0.0,0.0,0.0,0.027586862953412266,0.027586862953412266,0.0,0.0,0.0,0.013793431476706133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05517372590682453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12414088329035519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013793431476706133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013793431476706133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.620704416451776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6758781423586004,0.0,s2.pdf
Document_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026592442733393205,0.9883524549244473,0.14182636124476375,0.0,0.0,0.0,0.0,0.004432073788898867,0.0,0.0,0.0,0.004432073788898867,0.0,0.0,0.0,0.026592442733393205,0.0,0.0,0.0,0.0,0.0,0.004432073788898867,0.0,0.0,0.0,0.0,0.0,0.0,0.004432073788898867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03102451652229207,0.0,0.008864147577797734,0.0,0.0,0.004432073788898867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022160368944494337,0.0,1-s2.0-S0169204617300270-main.pdf
Document_1,0.0,0.024945491291633412,0.4739643345410348,0.0,0.0,0.0,0.0,0.0,0.0,0.049890982583266824,0.0,0.6236372822908353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14967294774980047,0.0,0.0,0.0,0.024945491291633412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024945491291633412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024945491291633412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024945491291633412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5986917909992019,0.0,BF00806418.pdf
