Document,Document Name,avoine,riz,millet,seigle,sorgho,orge,artichaut,asperges,choux,choux-fleurs et brocolis,salades,epinard,chicoré,concombre,aubergine,tomates,pastèques,melons,citrouille,courge et calebasses,carotte,oignons,taro,navets,ail,poireaux,arachides,graine de ricin,lin,moutarde,guizotia abyssinie,colza,carthame,sésame,tournesol,manioc,pomme de terre,pomme,patate douce,igname,haricots,pois,soja,coton,kiwis,agrumes,ananas,goyave,grenade,kaki,papaye,mangue,anacardier,noix de cajou,noix de pécan,pacanier,pistachier,jachère,savane arborée,savane arbustive,savane herbacée et prairie,forêt à feuilles persistantes,brousse tigrée,sol nu,bâtiment,route,eau
50,010050204.pdf,0,0.00511050434783395,0.01607774826703362,0,0.00880240356230424,0,0,0,0.0,0,0,0,0,0.0,0.0012655920939333915,0.0014916229913729247,0.0,0,0,0,0.0,0.0012655920939333915,0.002531184187866783,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.004053839109626439,0,0.0,0,0.006800234969561489,0.0,0.0,0.0,0.001627060598108649,0,0.0,0.0,0,0,0.0,0.0032476851807588035,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0024405908971629735,0.08628161443116629
51,010047865.pdf,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.011436202534510243,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.009180134698343542,0.0
52,010038903.pdf,0,0.0,0.0,0,0.0009409683936169492,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.003575149582239526,0,0.0,0,0.0013327206111486479,0.0,0.0,0.0,0.002869864767841053,0,0.0,0.01713918178118811,0,0,0.0,0.0,0,0.0015581074346534647,0,0,0,0,0.0010888506895000575,0,0,0,0,0,0,0.0,0.0,0.0
53,010048558.pdf,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.007212360063285495,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.010104900723235572,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0
54,010045305.pdf,0,0.005410137243504505,0.0,0,0.0023719806516463047,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.001963828282254064,0.0018757126575044084,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.003751425315008817,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.007234317059252368,0.0030302493562568682
55,010018574.pdf,0,0.024639511243785307,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.03312176074998033
56,010068400.pdf,0,0.02521128059459902,0.0,0,0.0386870674046104,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.018302909384770163,0,0.013998957407213356,0,0.0,0,0.16438082022129016,0.0,0.0,0.22878636730962706,0.022474648249152622,0,0.018302909384770163,0.0,0,0,0.0,0.0,0,0.009151454692385081,0,0,0,0,0.006395302101840128,0,0,0,0,0,0,0.0,0.09551725505889865,0.005648393994730373
57,010068397.pdf,0,0.010684881314249963,0.013841408417192098,0,0.058557506496177275,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0074161840896014835,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.00598466420848387
58,010082896.pdf,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.05686386921021743
59,010008265.pdf,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0
60,010064578.pdf,0,0.0014343263101406032,0.0013935411876571113,0,0.0007860693044075441,0,0,0,0.0,0,0,0,0,0.000686548022436827,0.0006216071547335605,0.0007326243013424553,0.0,0,0,0,0.0006508084839291943,0.0006216071547335605,0.0006216071547335605,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0004977700569483693,0,0.0006216071547335605,0,0.0,0.0,0.0,0.0,0.0011987185845473121,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.01118804012244158,0.05703959048471013
61,010039497.pdf,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0
62,35789.pdf,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0
63,010030408.pdf,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.028054775717047606
64,010052388.pdf,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.003436900607600122
65,010039383.pdf,0,0.0,0.0,0,0.0016882492871796969,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.002391116042838431,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.04658622840870838
