Document,Document Name,the,plus,del,of,afrique,ouest,and,in,entre,cette,comme,eau,lac,al,àl,femmes,bassin,climatiques,climatique,données,10,années,être,pluies,tchad,bassins,période,figure,ainsi,to,pays,peut,deux,précipitations,ivoire,sénégal,leurs,zone,00,développement,paris,fig,elles,niger,20,fait,très,aussi,débits,où,sud,autres,si,migration,changements,non,évolution,bien,sahel,pluie,étude,saison,sous,1997,variabilité,climat
11,010042361.pdf,0.25631771118086777,0.01896789584243069,0.0,0.11466118742052293,0.023270105918184642,0.02393306113381057,0.08742075081774062,0.08299240963847235,0.0338219257672062,0.03288445904570207,0.038292897814096914,0.05569551210263365,0.0,0.026297777103774816,0.0,0.0,0.02895443330535247,0.006263134426181253,0.044730295438160324,0.07599159955530854,0.0,0.020257178090902026,0.020643408093089188,0.00686515567561584,0.0,0.08288522015289927,0.0,0.0,0.004877257619818135,0.0686515567561584,0.0,0.053605022682646886,0.027059246576257738,0.0,0.0,0.0,0.005902817744824087,0.005845507658100657,0.0,0.0,0.011577855312099941,0.06552722686673447,0.005259555420754964,0.0,0.0,0.010619484115041112,0.010619484115041112,0.0,0.0,0.02164739726100619,0.005569551210263365,0.025083958579693148,0.016235547945754644,0.0,0.005960877004206227,0.005309742057520556,0.06134773059983501,0.005360502268264688,0.028341756026283246,0.05982997018254454,0.0,0.0,0.015929226172561668,0.01373031135123168,0.03780883411316912,0.013874752585647047
12,010018841.pdf,0.004867735428011844,0.0038723621759804085,0.08027557741151721,0.0,0.011401616129130576,0.01954407203832862,0.01338543867785624,0.007530306779582112,0.00789127343818907,0.011508817977250294,0.0,0.013644519954963625,0.0,0.008590052852670779,0.05037002590060851,0.0,0.0,0.015343689182922296,0.04174558181021773,0.0,0.03371539082545382,0.016542294597766145,0.004214423853181728,0.0,0.0,0.07445375144351116,0.009928920534810594,0.024162787855669866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004820323425781442,0.0,0.027400124617408397,0.0,0.00472731918837913,0.0,0.0,0.0,0.026264766192716883,0.0,0.0,0.0,0.007478481886791472,0.0,0.0,0.004096782193861541,0.0,0.0,0.004867735428011844,0.0,0.004174784480234229,0.0,0.017358205403817724,0.0,0.008923625785237494,0.0,0.0,0.0,0.02470017766508222,0.0
13,23954.pdf,0.009633623456671939,0.07663703100332775,0.0,0.0,0.015043117853596185,0.007735844875374796,0.017660542967993312,0.029806114609374972,0.02342615720022823,0.022776837497408945,0.015471689750749591,0.009001185420277539,0.0,0.0,0.0,0.0,0.04679447464999841,0.06073268615786572,0.010327215347024004,0.047235851076525316,0.0,0.05729233220185236,0.02502200854306812,0.03328519848856916,0.0,0.0,0.09825049366194756,0.05977502354725418,0.0,0.0,0.008830271483996656,0.017326665306013827,0.0262389503107977,0.058493093312498017,0.0,0.05163607673512002,0.0,0.0,0.0,0.009355728899782294,0.01871145779956459,0.0,0.02550056465045195,0.0,0.0,0.02574389083927382,0.0,0.008663332653006913,0.11840393479119919,0.0087463167702659,0.0,0.0,0.0,0.0,0.009633623456671939,0.0,0.04131110070598171,0.051979995918041484,0.0,0.0,0.008830271483996656,0.023397237324999206,0.0,0.0,0.0,0.02242356986569097
14,010017941.pdf,0.0,0.010963415191995627,0.052448277837633915,0.0,0.043040275608781264,0.044266474376296154,0.0,0.021319772272271022,0.0,0.0036204129021570066,0.003688872864691346,0.025753537602038686,0.0,0.024320120811316556,0.0,0.0,0.005578539595053054,0.004826776337443733,0.04924579677486767,0.0,0.06761386622781605,0.0,0.0,0.010581465672974242,0.021743673325130778,0.01277534193375944,0.0,0.0,0.0037587300653402953,0.005290732836487121,0.004210755177997914,0.0,0.004170720990351498,0.0,0.014923649024373497,0.0,0.0,0.0,0.3814109838224645,0.0,0.0,0.03787463830927696,0.008106706937105518,0.05153631496443115,0.06609839417685759,0.0,0.0,0.0,0.0,0.0,0.012876768801019343,0.011598792184542303,0.004170720990351498,0.0,0.004593837225342424,0.0,0.0,0.004131149636053599,0.0,0.005763605422946912,0.0,0.0,0.0,0.026453664182435607,0.0,0.0
15,010087379.pdf,0.12171977367559628,0.09242868071199467,0.004211170508158172,0.14005564529283207,0.018315657213747748,0.01581635988639228,0.11258377805702749,0.07942772721989239,0.0545333480122796,0.05511477395515251,0.06628654199577888,0.02026443796665062,0.00038017746633629737,0.10700840236588412,0.0,0.006311681058082945,0.006718670962087357,0.003255427701306203,0.019216621290815788,0.04123482166849913,0.04196177082264512,0.013913582276760634,0.06265524684477147,0.0015292902726666423,0.00034916805516200757,0.0024618147432622513,0.006319774058457758,0.0225202072669975,0.04490716746402101,0.035428557983443874,0.037122218710695556,0.03681844974634452,0.02893320031537747,0.0005374936769669885,0.0011982477449517018,0.05788710611060558,0.030681436952613213,0.06098413099393818,0.0009342977064639254,0.05351626002860011,0.010746236953534159,0.043790769813735315,0.017183831036857306,0.0004514124327469827,0.014528361251260266,0.03055578236206671,0.023261821411121753,0.01830971554953349,0.0003400047054395307,0.01768140019273068,0.029362757053718245,0.03874161237337108,0.023910075260624438,0.003644562528955329,0.008631038496996826,0.029175843803779827,0.007402359084311115,0.025275368204247316,0.0002630601417340163,0.0011106496309943815,0.011968365595251572,0.002956215223318437,0.029964380122800907,0.004842752530111033,0.00477265990924593,0.005151260745198605
16,010068401.pdf,0.011142996379009307,0.09196849907142683,0.0,0.013396405379382737,0.04676260032503815,0.04921333131029596,0.014043943586728521,0.005386885134951797,0.031612596274773044,0.04061591371147077,0.025725150457654708,0.011712903158459466,0.0,0.020892951625330648,0.0,0.0018916435589702767,0.00169144125756444,0.029270057150541616,0.017917887864525125,0.009561413831221223,0.012059331908573735,0.030767637101004944,0.015677131481145856,0.035291889624134355,0.0,0.0,0.009943862634143543,0.012099575298862861,0.0205139854265159,0.006416707204388065,0.0025534442884960944,0.01252585343624674,0.02402708796750337,0.00169144125756444,0.0,0.03434261840700649,0.005517231500508501,0.027318325232060636,0.0019600970892388408,0.016232342958308076,0.00946886672567971,0.028709451981147268,0.003686991463293644,0.0,0.008768097405372717,0.023573760478005627,0.019851587770952108,0.028809462903367503,0.0,0.01896875365855529,0.018220071579825838,0.019928601992071027,0.013910419349607215,0.012511734690944193,0.023678867305394775,0.013647966592529575,0.00955672489484387,0.018788780154370112,0.0033113005493234267,0.003495108294414404,0.007660332865488283,0.02875450137859548,0.006203621178422534,0.0032083536021940326,0.003533907018382687,0.01621052549318863
17,010068395.pdf,0.08320875915228729,0.11799784352977936,0.0,0.09394664003713907,0.10733540547118482,0.11620352060713175,0.05637343775985038,0.06715960911240276,0.017594729372276484,0.037065261051801454,0.014525440075891469,0.06760537810184297,0.0,0.09576379301778337,0.0,0.0,0.09665154655990787,0.04561461651032714,0.011634722522800548,0.014191008952206995,0.0720410927321664,0.04917790078267518,0.006264442846275339,0.033332771539850904,0.0,0.05030465145167667,0.0036896594518235613,0.06734301449098608,0.023680819731420187,0.029166175097369542,0.013264338296435385,0.026027144305200457,0.03613012215103847,0.03953926904723504,0.0,0.034904167568401645,0.0,0.03192977014246574,0.0,0.0,0.010540238204568937,0.019884873937990724,0.0,0.17710365368753095,0.026027144305200457,0.02578068543551182,0.02255809975607284,0.006506786076300114,0.06113928782160328,0.016422782795926575,0.010140806715276446,0.009134365265981284,0.0032845565591853145,0.0,0.0578843541928955,0.0,0.027924847754670325,0.029280537343350514,0.09460639492666179,0.040850968540599476,0.01989650744465308,0.017573008465437797,0.0,0.0,0.0,0.0
18,010057852.pdf,0.0058260888912445895,0.0,0.10347090858177099,0.0,0.02729270316948753,0.04210539065177887,0.0,0.004506431925584969,0.0047224485796247126,0.004591553064748232,0.014035130217259625,0.0,0.0,0.0359843797677526,0.0258372049436106,0.0,0.0,0.006121511629748053,0.012491099508174624,0.0,0.0,0.0,0.0,0.006709919897717524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005289475886589833,0.0,0.0,0.006245549754087312,0.0,0.00571332829154399,0.0,0.0,0.0,0.0,0.005140625681107514,0.011883713584149535,0.005239289905594542,0.0,0.0,0.0,0.0,0.0,0.005443611806188281,0.0,0.0,0.0,0.0,0.0,0.004996710655978936,0.005239289905594542,0.0,0.007309635905883687,0.0,0.0,0.0,0.006709919897717524,0.0,0.027122029812379857
19,010067095.pdf,0.08068150738069063,0.07585315944760122,0.06513170975232184,0.08465231572120356,0.13743924320807666,0.09423655172143906,0.02689216074073884,0.039713216816819275,0.011890536361350536,0.01734143667768576,0.023559137930359766,0.0068531676975615305,0.0,0.032358635330106016,0.0,0.0,0.0,0.015413202577577625,0.015725515099944333,0.04315634356806606,0.02540110184289864,0.0872405004521266,0.02540110184289864,0.0,0.011572238498707883,0.0,0.022441281164479285,0.0910209581000702,0.01200264190451458,0.008447370593911272,0.00672304018518471,0.019787817510258463,0.006659120189613737,0.0,0.015885082819144185,0.015725515099944333,0.0,0.028770895712044036,0.0,0.0,0.0,0.0,0.0,0.014960854109652857,0.01319187834017231,0.013066960470325972,0.013066960470325972,0.0,0.02253708770811569,0.02663648075845495,0.034265838487807655,0.018519040566343486,0.006659120189613737,0.0,0.022004047467461083,0.026133920940651943,0.0,0.01319187834017231,0.0,0.009202375638577152,0.04033824111110826,0.0,0.0,0.0,0.03721811985846962,0.0
20,010018155.pdf,0.0005370470844298623,0.02178871124126068,0.3869669008612689,0.0,0.013417775972405859,0.008625026615596942,0.000492262498792208,0.008308030213730753,0.01262410192559775,0.011427694681008238,0.046143892393443645,0.00200716185685033,0.0,0.007107919444036245,0.21990712515909794,0.04157330222038728,0.0,0.0,0.0,0.0026332642349273174,0.011159245984709618,0.012319268518294612,0.04184717244266106,0.0,0.0008473218786564227,0.0,0.0,0.0,0.034714026417284057,0.0006185183551254252,0.0014767874963766239,0.01980120150122397,0.000975164524978022,0.0,0.01686508484657297,0.0011514257158468132,0.007977243258521416,0.0,0.013603493380826412,0.006780218301270484,0.026599317951138048,0.0,0.042173655367948384,0.001643155601905952,0.004829561341761944,0.004305445893529528,0.00047838287705883643,0.014488684025285832,0.0,0.012189556562225274,0.0005017904642125825,0.028927323142127516,0.01413988561218132,0.0,0.0,0.02009208083647113,0.011054286082998062,0.0077272981468191095,0.0,0.0006737999925469837,0.0014767874963766239,0.0006521646888950163,0.004783828770588364,0.0,0.0,0.0
21,010012551.pdf,0.04256263662880709,0.1139289736934203,0.0010187456660729355,0.023943664921376114,0.02675220376388009,0.031168613696449934,0.016684941968140427,0.01925617641277601,0.06617917816373926,0.09240341263175131,0.04213136747933922,0.09204268062870044,0.004138679862006795,0.002125752915704791,0.0,0.0,0.11800025378894653,0.045564644471016075,0.039887770755924895,0.015225496566136101,0.023176222150513806,0.02888310733258886,0.01807745327740077,0.056726952267949354,0.0008446901929957432,0.3104304999136975,0.11793975458083461,0.09068889918606406,0.05278541942873833,0.008324063648014308,0.009569304952315835,0.01733242057903082,0.03694115943314509,0.026655704712654587,0.0002898742035465842,0.056531588769188526,0.017230344832255405,0.012337902389799945,0.0030136094384782624,0.0038995152185587606,0.009878771887015527,0.06657813340363411,0.024328061146399273,0.007644243352461502,0.029128095695315683,0.02766003029756208,0.026706236149370285,0.039720130493612296,0.05634280274720073,0.028921039293054382,0.07103293831127967,0.019149887838688553,0.01895664760385077,0.012423597331655108,0.0034799640010974354,0.010014838556013856,0.02732029946179736,0.014202955752261366,0.056319821348522314,0.009739755069689954,0.009814671745964957,0.042584113626314035,0.01359156661173309,0.0003082986536301596,0.02444989598575045,0.014019386337879934
22,010065864.pdf,0.11778359671757802,0.051311222481864004,0.003557530581653644,0.08900732316524944,0.061307237600747765,0.047290390639040926,0.06426284065780975,0.05639811361212789,0.08183293988791555,0.04199248965684018,0.05855000745786019,0.0,0.0,0.00742327673972924,0.0,0.11806591007866787,0.0,0.0,0.0,0.0027500943558241586,0.012139946477340187,0.009530250303498137,0.014567935772808226,0.0,0.0,0.0,0.0,0.0,0.022945686562525852,0.032298008966255995,0.015423081757874338,0.022697255918769206,0.017822519426646328,0.0,0.0030367825207777716,0.04208788704548597,0.09441992522139912,0.0,0.0,0.002723475565225795,0.03268170678270954,0.0,0.03959080927855595,0.0,0.007565751972923069,0.062450913236909794,0.007494109588429176,0.03530684254030765,0.0,0.030552890445679416,0.005240534182379525,0.028322571224202783,0.015276445222839708,0.0,0.0,0.017486255706334743,0.0,0.01260958662153845,0.0,0.0,0.015423081757874338,0.0,0.017486255706334743,0.012919203586502398,0.0,0.0
23,34595.pdf,0.0,0.14048075633975138,0.0060545131816582675,0.0045903139236204565,0.07080075755237432,0.019162589578716784,0.013124167124016393,0.03691661029901241,0.08897829425250885,0.026329744811485305,0.019162589578716784,0.0,0.0,0.004211191428081035,0.0,0.22686184334352447,0.0,0.0,0.0,0.014041045168248483,0.012396486430907879,0.0,0.024792972861815758,0.0,0.0,0.0,0.019470234124714127,0.0,0.007810190724512922,0.0,0.04374722374672132,0.07725630573991135,0.03899816326845351,0.0,0.005168259099920929,0.0,0.04253611598309523,0.023401741947080803,0.0,0.009270092459426763,0.03708036983770705,0.0,0.06316787142121552,0.0,0.0,0.02550824750287615,0.021256872919063464,0.0557962208121582,0.0,0.025998775512302345,0.01783758849454447,0.028117717195415178,0.05199755102460469,0.2929572425953309,0.01431816501727558,0.046765120421939615,0.008186592990184911,0.06438025478325947,0.005673129689044896,0.0,0.004374722374672131,0.0,0.029759622086688847,0.0,0.0,0.0
24,010039499.pdf,0.0,0.007336930914382545,0.058499014576225895,0.0,0.007200847617906629,0.04443597984311834,0.0,0.007133803360207698,0.0,0.007268552420798193,0.014811993281039446,0.0,0.0,0.0,0.09543564971291925,0.01252543245236485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007546246037096723,0.0,0.0,0.0,0.008373383083689649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01791362105048519,0.0,0.0,0.0,0.0,0.008215399530415701,0.0,0.016587874642655754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008215399530415701,0.015819855644654428,0.008293937321327877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,010038219.pdf,0.0017677165844458718,0.05906237828846155,0.0,0.0034003131158802614,0.011041315463979035,0.019163043700270836,0.00040507648595632426,0.003418285663090505,0.022209279304351313,0.03308710362907623,0.007452294772327548,0.026839600208917642,0.0007591726791583603,0.006628884337734284,0.0,0.0,0.0965984298952317,0.05989960075703217,0.06821952686843503,0.06283949994034284,0.03979213399794552,0.0026282064648441225,0.016069900268401077,0.004580737272645826,0.0006972502880519804,0.09524699392296847,0.036958264676585945,0.1491700493299257,0.0213338968967965,0.0015269124242152754,0.0008101529719126485,0.011922551942295582,0.033301689909402354,0.13577445979718678,0.0004785538499148001,0.03979472400658711,0.0061267462577962485,0.13477989297549395,0.0024875866518622226,0.0017167244713380207,0.0008583622356690103,0.0018217783680887624,0.0023396062368473947,0.000450710544836414,0.12359712180179752,0.005904826853237549,0.006298481976786719,0.009140623155759947,0.10999023764895353,0.0008024503592627074,0.023536264798589317,0.008926470964642537,0.013240430927834673,0.0,0.006187008045560551,0.0031492409883933595,0.03714375582809378,0.01907608310767293,0.0,0.0038812295009593976,0.030785812932680644,0.0,0.05865461340882632,0.0,0.00504554721963943,0.008743527042417959
26,010012244.pdf,0.00177038530348512,0.009858590778523893,0.276239657945008,0.0008513616408550532,0.006911240325714816,0.0071081385622972434,0.001622752117244578,0.023279434457552,0.01650272897578915,0.009069088785860912,0.04833534222362126,0.01902285409194869,0.0,0.007810461122750536,0.1491728613507415,0.022841188852325268,0.0,0.0009300780014449854,0.0018978477162333923,0.0026041807712208977,0.004598331706399333,0.007520497897563431,0.02529082438519633,0.0,0.0,0.0,0.0,0.0010984944935775428,0.009415571540015913,0.0,0.000811376058622289,0.009552441120665127,0.0032146472693989764,0.0,0.0038342105754739703,0.0037956954324667846,0.0026297124845589743,0.0008680602570736326,0.0012456710788237462,0.11777316022482351,0.03782495656855646,0.0,0.0320228906032772,0.0009027819637210531,0.0031841470402217092,0.0023654965445432,0.003153995392724267,0.0063682940804434185,0.0,0.004821970904098465,0.002481241838080264,0.034269797769750546,0.0032146472693989764,0.001325232487716312,0.00354077060697024,0.018135473508164534,0.003036720955084111,0.0031841470402217092,0.0,0.0,0.011359264820712046,0.0,0.0023654965445432,0.0,0.0,0.0
27,010017238.pdf,0.0,0.10850864562442465,0.2054764611490059,0.0,0.0599040327911247,0.03765096663771411,0.0,0.0065940322135383915,0.031095532693643867,0.05374868511333938,0.04791941208436342,0.0,0.0073223972414910654,0.007522015620942847,0.09451566367767011,0.00578885490032545,0.0,0.0,0.0,0.0,0.0,0.007242760929692521,0.02952341514131735,0.0,0.006725141362464227,0.0,0.013041624418886658,0.00528963182221187,0.013950535765385455,0.0,0.06251291227493207,0.03066554381297779,0.023219461626093695,0.0,0.03231034309722671,0.05483276829621156,0.07597786382864051,0.0,0.0,0.016558207214808857,0.0869305878777465,0.0,0.03761007810471423,0.026083248837773316,0.007666385953244447,0.026578267223467775,0.04556274381165904,0.01916596488311112,0.0,0.04643892325218739,0.0,0.01793706056665637,0.01934955135507808,0.006381453871492138,0.004262509504436609,0.007593790635276507,0.010967148146694356,0.01916596488311112,0.005066662353090398,0.0,0.003907057017183254,0.0,0.04556274381165904,0.00981828388544185,0.0,0.009921571058469176
28,010031509.pdf,0.015414659063152147,0.0654005883921964,0.0,0.007412764558874307,0.050146528891517994,0.0433231526532858,0.0023548706772184404,0.029807780580119653,0.05206103682722286,0.03442025598245082,0.0020630072692040856,0.002400450274358263,0.0,0.004533687105520567,0.0,0.010467217089099336,0.0,0.0,0.0,0.010077544801666368,0.01112151427242248,0.008730748110623908,0.026691634253813955,0.0,0.0,0.0,0.0,0.0,0.01681660004495013,0.0029588496815823287,0.02590357744940285,0.03927596984588551,0.00699744450664645,0.0,0.002782023809587072,0.033048936230920936,0.05851399127556185,0.005038772400833184,0.0,0.012475002433408088,0.01996000389345294,0.0,0.04080318394968511,0.005240319212519563,0.006931053502215089,0.027461685074932542,0.004576947512488758,0.057758779185125744,0.0,0.023324815022154832,0.002400450274358263,0.017297708337765613,0.020992333519939347,0.0,0.0,0.01830779004995503,0.015423672966501472,0.01617245817183521,0.0,0.0,0.004709741354436881,0.0,0.013730842537466271,0.014794248407911643,0.0,0.0
29,010055448.pdf,0.5618874283933049,0.025912494326052207,0.0,0.3054506897661416,0.0063579691978561835,0.013078209960382288,0.17914135508456347,0.15117054358425372,0.00660070548994522,0.0064177489729844665,0.0,0.06086957260141187,0.0,0.0,0.0,0.0,0.00988883525842443,0.0,0.01745917773563402,0.0,0.0,0.020755360137315902,0.014100725761208232,0.009378652696622147,0.0,0.0,0.0,0.0,0.006662937810820284,0.1031651796628436,0.0,0.007323109835961569,0.0,0.00988883525842443,0.0,0.0,0.0,0.0,0.0,0.007908391963317463,0.0,0.0,0.007185203943022345,0.016610216537723748,0.0,0.007253765102954644,0.0,0.007323109835961569,0.0,0.0,0.0,0.013707117326471634,0.007393256259938137,0.0,0.016286592127342167,0.0,0.0,0.0,0.03871834800877461,0.0,0.007464223128523478,0.0,0.007253765102954644,0.0,0.01033030977785668,0.018954630004172593
30,010061522.pdf,0.06240548993039667,0.035594223915415876,0.0,0.0781398002630778,0.0312567658575489,0.02552870452316606,0.049646558420080485,0.028233474671823106,0.009544145658381091,0.013919405529543875,0.012291598474116991,0.0011001628309963028,0.0,0.09038680913123913,0.0,0.0,0.0,0.02103184736049253,0.025244715983508928,0.0,0.016310908675911832,0.001000358626535962,0.0,0.021697372210235842,0.0,0.0,0.0,0.02191786616698431,0.006743890384634016,0.0271217152627948,0.002158546018264369,0.007412083289770342,0.013897152230878413,0.00142985449421893,0.0,0.0,0.0069959611852034274,0.004618691891652424,0.0,0.0,0.00228699325962803,0.0,0.006233573043533733,0.0132094485145755,0.008470952331166105,0.0020976845829507045,0.0,0.005294345206978817,0.0,0.0,0.0022003256619926056,0.006936827219738229,0.010690117100675703,0.0,0.0047098482966337115,0.005244211457376762,0.0,0.004235476165583053,0.006997993502560838,0.0014772893472358444,0.0,0.04575534381500576,0.0020976845829507045,0.0067804288156987,0.0,0.012333164609639374
31,01525.pdf,0.0054794436645546115,0.06102580345247799,0.0,0.005270025841317936,0.1112315551312458,0.013200056982607003,0.00502251051817609,0.008476609377347911,0.017765874454608088,0.021591806116200894,0.008800037988404667,0.0,0.0,0.0,0.0,0.014883112530587406,0.0,0.0,0.0,0.005373392183848686,0.028464198710359653,0.009310548269459597,0.028464198710359653,0.0,0.008645149809855819,0.0,0.005588323515618331,0.0,0.008966686729639017,0.0,0.03515757362723263,0.04434802656513869,0.009949516966397507,0.0,0.03560130239161644,0.02936973557262673,0.032556441549195105,0.0,0.0,0.02128552758067314,0.015964145685504857,0.0,0.0,0.011176647031236662,0.014782675521712897,0.009761795942768157,0.03904718377107263,0.009855117014475265,0.0,0.019899033932795015,0.0,0.013834823750712778,0.02487379241599377,0.024610021596714382,0.0054794436645546115,0.019523591885536314,0.014098237286764492,0.014782675521712897,0.0,0.0,0.01004502103635218,0.0,0.004880897971384079,0.0,0.0,0.0
32,010065743.pdf,0.019163037297381804,0.10269982832882586,0.0,0.018430648791705452,0.010236990286432773,0.011338532902982406,0.01016922409475426,0.009361548645659789,0.03760613552661308,0.04610215629765253,0.012958323317694177,0.04334895338427503,0.0,0.01957817921704062,0.0,0.0,0.14329845993416088,0.009537506033571062,0.0075683698997870185,0.061321745230183314,0.024450065182271722,0.014566944293974069,0.023576848568619163,0.023231698813398167,0.0,0.18091200582622574,0.032915904687990404,0.1088905222564975,0.012378486236818137,0.009292679525359268,0.001848949835409865,0.025395928671809512,0.021060763680316962,0.012247731618304347,0.0021843333116356926,0.0,0.0019975145572475876,0.009890604069384405,0.015612376301098057,0.005876922393861365,0.0029384611969306825,0.0,0.00266975171141463,0.034973148730989806,0.020860941408986387,0.008085679384209786,0.03234271753683914,0.004534987262823128,0.27736410461167765,0.006409797641835597,0.006596579862824461,0.02461640631455662,0.010988224528861022,0.0,0.003025742731165548,0.0035936352818710156,0.0060550241396935866,0.01632595414616326,0.0035965706985935926,0.007592427140248981,0.016640548518688788,0.02082114375111739,0.11409792019940475,0.04878656750813615,0.03326574179925821,0.0023476093508342376
33,010036289.pdf,0.6029004545853798,0.04771700262896522,0.0,0.36980759942715186,0.045330936908764365,0.041064759058049995,0.183973150109228,0.14067483101091888,0.012466647378221873,0.02515128315826046,0.017907940040352628,0.0578409569786566,0.0006605222906539383,0.0373190958292981,0.0,0.0,0.028949172875632798,0.028279984385278657,0.027616454501060993,0.058067395476771554,0.025300225453821688,0.012740103439105555,0.020306759903725304,0.01239931843055125,0.0036398782785528327,0.040633111494027305,0.017254298350673183,0.020040517296887186,0.0056628830573750314,0.16384813640371296,0.008106096652322306,0.019709233376763224,0.0069817627002053346,0.010272287149418089,0.02248389156582994,0.001648743552302149,0.0049498509163045335,0.015459501393166453,0.004869760960638132,0.01232257455216581,0.012695985902231442,0.025889119140546216,0.005088967613086104,0.019215014072340594,0.014522593014457113,0.011987561838752806,0.020207604242469018,0.0072612965072285564,0.01772177786081962,0.010123555915297735,0.014011163491724269,0.01229699678422803,0.010123555915297735,0.0,0.013842102273643925,0.027057639578899194,0.009233464403932244,0.012793712893688408,0.009140840937910828,0.04968844621509651,0.012687803455808827,0.004202299288398309,0.003425017668215088,0.04561177851238496,0.048776729057413815,0.02147958476317158
34,010017231.pdf,0.4146915106284528,0.09583663485723129,0.22253529868608504,0.1490683350034213,0.07913889334680962,0.01873960417601214,0.14327789767046517,0.14522432384297546,0.04154412059103965,0.05982548408355883,0.05607738155312311,0.0018924932148398088,0.0009076859855295999,0.0071486355514680895,0.11403751088219635,0.019016075028159007,0.0006416417608798316,0.0005551742020934866,0.0002832117547984878,0.005354269374925909,0.014410183278714258,0.02573734185232805,0.0340812271194988,0.0010142305394045985,0.002500950043037213,0.00012245129683356073,0.015178478255852236,0.00316923567841031,0.036315541636487,0.18022876685219716,0.03253013676687181,0.025342050733479803,0.03797743237051231,0.0,0.03289983491476739,0.07523992285813158,0.03496954973196542,0.008290481612788505,0.002602443624769834,0.01693361205958856,0.06055049160701365,0.00012100911798473862,0.023077660421587202,0.02487833418266905,0.014571679171750887,0.03781000682692544,0.023376311274738132,0.03888420909418307,0.0009470675909199795,0.031101518299219554,0.010285289211085917,0.02764529292549269,0.03190104319123034,0.003427867892646942,0.002465780908387487,0.021493655333148485,0.01812653487772137,0.0321527268681025,0.002616935785985673,0.00011048799509808598,0.007022634984411533,0.0012832835217596631,0.030436271055699314,0.0012170766472855185,0.0002234290147450653,0.0009224101111156102
35,010027316.pdf,0.014588219029408808,0.06382840158613601,0.0,0.007015337319837158,0.06264453064636706,0.0,0.013371701216790946,0.022567735301927475,0.011824761949344176,0.0689820389397369,0.0058572041935757505,0.006815258299533594,0.41349869648910853,0.02574371067248858,0.0,0.0,0.07971860792664198,0.038319854928767175,0.03127705377397099,0.07152936220147234,0.0,0.012393987944193968,0.03157573945945285,0.06720514085172558,0.39127964328366865,0.020284728992697582,0.0,0.018103492209704045,0.0,0.0,0.0,0.01311890534595948,0.019866852589644775,0.00885762310296022,0.0,0.0,0.021669193499063398,0.04291761732088341,0.0,0.014167402637609834,0.028334805275219668,0.0,0.0,0.022317143612698116,0.00655945267297974,0.01949201771906594,0.03898403543813188,0.02623781069191896,0.0,0.019866852589644775,0.07496784129486954,0.0,0.0066222841965482586,0.0,0.007294109514704404,0.006497339239688647,0.0,0.01311890534595948,0.017340390696609597,0.0,0.0,0.00885762310296022,0.0,0.0,0.009253060462416685,0.0
36,010068396.pdf,0.03206530274318476,0.09246819062146382,0.0,0.007709951247395583,0.06884719225599259,0.0901200603870343,0.0036739204323318077,0.02170196736566538,0.029240042419391588,0.044223783434142176,0.02896716226726102,0.07490061679462026,0.006885465126526024,0.07073172149922777,0.0,0.0,0.09247915990239601,0.0336912339165951,0.00429673850246669,0.0196529357815489,0.03817238442104551,0.05448464611407293,0.010410650296648775,0.03231347217734619,0.0,0.011146596697360258,0.03679026710842941,0.09450592621701663,0.013118098396059655,0.004616210311049456,0.0,0.036044639061950594,0.03275091230586287,0.09734648410778526,0.0,0.0,0.0,0.0196529357815489,0.0,0.019462710533057245,0.0038925421066114494,0.04406126745109271,0.0035365860749613886,0.02861465219544509,0.010813391718585176,0.01785166075839977,0.03213298936511958,0.021626783437170352,0.0,0.003638990256206986,0.014980123358924052,0.010120046831462108,0.007277980512413972,0.0,0.07214693117216571,0.06783631088191912,0.05156365709963282,0.018022319530975297,0.09528662756073664,0.010057591492332332,0.025717443026322652,0.05840789046467117,0.024992325061759673,0.0,0.005084619726888076,0.0
37,010042354.pdf,0.21385684952410905,0.01933256577973737,0.0,0.0981671225921827,0.0,0.0,0.057915955956816575,0.04887306194630929,0.043336447234604426,0.049796215957279184,0.007805820656519615,0.0090826070350023,0.0,0.0085770779838605,0.0,0.0,0.0,0.0,0.0,0.009532626054463422,0.008416116330307035,0.041293270609190844,0.008416116330307035,0.10635656884667842,0.0,0.006758299324649169,0.06444050190272718,0.006031572776677441,0.011930462445784041,0.05037942734842662,0.0,0.02622509450483231,0.03530173172480931,0.0,0.0,0.0,0.0,0.009532626054463422,0.0,0.0,0.0,0.08014443568997875,0.0,0.014870885054475503,0.017483396336554873,0.004329460197512335,0.004329460197512335,0.004370849084138718,0.0,0.008825432931202328,0.0,0.0,0.008825432931202328,0.0,0.0,0.02597676118507401,0.004168478665605232,0.039337641757248465,0.16754253766520114,0.2500189825706429,0.008910147070279473,0.041315541143683236,0.004329460197512335,0.027988570749125898,0.11098291146397046,0.011313202867323596
